Категория,Название,Цена,Ссылка
Овощи и фрукты / Овощи,Томаты сливовидные тепличные 600г,"267,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/ovoshchi/tomaty-slivovidnye-fas-600-gr-sempl
Овощи и фрукты / Овощи,"Чеснок, кг","308,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/ovoshchi/chesnok-kg
Овощи и фрукты / Овощи,Перец микс 400г,"267,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/ovoshchi/perets-miks-400g-upak
Овощи и фрукты / Овощи,Перец Рамиро 300г,"226,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/ovoshchi/perets-ramiro-300g-upak
Овощи и фрукты / Овощи,Грибы вешенки 300г,"159,99₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/ovoshchi/griby-veshenki-300g-upak
Овощи и фрукты / Овощи,Томаты черри Фламенко красные круглые 250г...,"257,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/ovoshchi/tomaty-cherri-flamenko-krasnye-kruglye-250g-
Овощи и фрукты / Овощи,Перец острый красный 100г,"164,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/ovoshchi/perets-ostryi-krasnyi-100g-upak
Овощи и фрукты / Овощи,Томаты Фламенко красные сливовидные 450г,"199,99₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/ovoshchi/tomaty-krasnye-slivovidnye-flamenko-450g-upak
Овощи и фрукты / Овощи,Томаты черри сливка 250г,"288,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/ovoshchi/tomaty-cherri-slivka-250g-upak
Овощи и фрукты / Овощи,Лук желтый чулок 600г,"72,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/ovoshchi/luk-zheltyi-chulok-600g-upak
Овощи и фрукты / Овощи,Редис красный 125г,"82,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/ovoshchi/redis-krasnyi-125g-upak
Овощи и фрукты / Овощи,Огурцы среднеплодные колючие 600г,"267,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/ovoshchi/ogurtsy-sredneplodnye-koliuchie-600g-upak-696036-parent
Овощи и фрукты / Овощи,Чеснок фермерский 150г,"133,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/ovoshchi/fermerskii-chesnok-150g-upak
Овощи и фрукты / Овощи,Огурцы корнишоны ВЕСЕНИН свежие 300г,"257,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/ovoshchi/ogurtsy-kornishony-svezhie-300g-vesenin-upak
Овощи и фрукты / Овощи,Кукуруза сладкая 450г,"205,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/ovoshchi/kukuruza-sladkaia-450g-upak
Овощи и фрукты / Овощи,Томаты черри Сладкая ягода красные круглые 200г,"267,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/ovoshchi/tomaty-cherri-sladkaia-iagoda-krasnye-kruglye-200g-
Овощи и фрукты / Овощи,Перец острый зеленый 100г,"123,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/ovoshchi/perets-ostryi-zelenyi-100g-upak
Овощи и фрукты / Овощи,Томаты черри желтые 250г,"267,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/ovoshchi/tomaty-cherri-zheltye-250g-upak
Овощи и фрукты / Овощи,Свекла отварная кубики 500г,"102,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/ovoshchi/svekla-otvarnaia-kubiki-500g-upak
Овощи и фрукты / Овощи,Томаты коктейльные 350г,"267,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/ovoshchi/tomaty-kokteil-nye-350g-upak
Овощи и фрукты / Овощи,Томаты круглые Фламенко красные 450г,"278,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/ovoshchi/tomaty-kruglye-flamenko-krasnye-450g-upak
Овощи и фрукты / Овощи,"Лук репчатый белый, кг","92,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/ovoshchi/luk-repchatyi-belyi-kg
Овощи и фрукты / Овощи,"Редис Дайкон, кг","164,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/ovoshchi/redis-daikon-kg
Овощи и фрукты / Овощи,Свекла отварная Минимакс соломка 500г,"102,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/ovoshchi/svekla-otvarnaia-solomka-500g-upak
Овощи и фрукты / Овощи,Свекла на подложке 600г,"72,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/ovoshchi/svekla-na-podlozhke-600g-upak
Овощи и фрукты / Овощи,Кукуруза сладкая Nuristan варёная в початке 250г,"99,99₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/ovoshchi/kukuruzasladkaia-varenaia-v-pochatke-250g-v-upak
Овощи и фрукты / Овощи,Баклажаны Премиум 650г,"257,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/ovoshchi/baklazhany-premium-650g-upak
Овощи и фрукты / Фрукты и ягоды,"Бананы, кг","123,50₽",https://www.okeydostavka.ru/spb/banany-kg
Овощи и фрукты / Фрукты и ягоды,"Яблоки Гала, кг","175,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/iabloki-gala-kg
Овощи и фрукты / Фрукты и ягоды,Апельсины кг,"133,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/apel-siny-kg
Овощи и фрукты / Фрукты и ягоды,"Яблоки 1,5-1,8кг","87,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/iabloki-fas-kg
Овощи и фрукты / Фрукты и ягоды,"Мандарины, кг","149,99₽",https://www.okeydostavka.ru/spb/skidki/mandariny-kg
Овощи и фрукты / Фрукты и ягоды,"Груша Пакхам, кг","144,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/grusha-pakkham-kg
Овощи и фрукты / Фрукты и ягоды,Авокадо шт,"102,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/avokado-sht
Овощи и фрукты / Фрукты и ягоды,"Лимоны, кг","205,50₽",https://www.okeydostavka.ru/spb/limony-kg
Овощи и фрукты / Фрукты и ягоды,Лайм шт,"25,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/laim-sht
Овощи и фрукты / Фрукты и ягоды,"Хурма Королек, кг","119,99₽",https://www.okeydostavka.ru/spb/skidki/khurma-korolek-kg
Овощи и фрукты / Фрукты и ягоды,"Яблоки Грени Смит, кг","144,50₽",https://www.okeydostavka.ru/spb/iabloki-greni-smit-kg
Овощи и фрукты / Фрукты и ягоды,"Грейпфруты, кг","133,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/greipfruty-kg
Овощи и фрукты / Фрукты и ягоды,"Яблоки Медовый хруст, кг","159,99₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/iabloki-medovyi-khrust-kg
Овощи и фрукты / Фрукты и ягоды,"Яблоки Голден, кг","175,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/iabloki-golden-kg
Овощи и фрукты / Фрукты и ягоды,"Гранат, кг","154,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/granat-kg
Овощи и фрукты / Фрукты и ягоды,"Яблоки Гала Дарк Барон, кг","226,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/iabloki-gala-dark-baron-kg
Овощи и фрукты / Фрукты и ягоды,Голубика 125г,"226,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/golubika-125g-upak
Овощи и фрукты / Фрукты и ягоды,"Груша Форель, кг","159,99₽",https://www.okeydostavka.ru/spb/skidki/grusha-forel-kg-14884-parent
Овощи и фрукты / Фрукты и ягоды,"Киви, кг","149,99₽",https://www.okeydostavka.ru/spb/skidki/kivi-kg
Овощи и фрукты / Фрукты и ягоды,Лимоны 350г,"195,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/limony-350g-upak
Овощи и фрукты / Фрукты и ягоды,"Помело, кг","124,99₽",https://www.okeydostavka.ru/spb/skidki/pomelo-kg-694-parent
Овощи и фрукты / Фрукты и ягоды,"Хурма Ромашка, кг","159,99₽",https://www.okeydostavka.ru/spb/skidki/khurma-romashka-kg
Овощи и фрукты / Фрукты и ягоды,Лимоны отборные 600г,"257,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/limony-otbornye-600g-upak-789440-parent
Овощи и фрукты / Фрукты и ягоды,"Апельсины Весенин Отборные фасованные, кг","159,99₽",https://www.okeydostavka.ru/spb/skidki-1-3074457345616778220/%D0%B0%D0%BF%D0%B5%D0%BB%D1%8C%D1%81%D0%B8%D0%BD%D1%8B-%D0%BE%D1%82%D0%B1%D0%BE%D1%80%D0%BD%D1%8B%D0%B5-%D0%B2%D0%B5%D1%81%D0%B5%D0%BD%D0%B8%D0%BD-%D1%84%D0%B0%D1%81-%D0%BA%D0%B3-1028574-parent-3074457345617992573--1
Овощи и фрукты / Фрукты и ягоды,Киви 900г,"205,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/kivi-900g-upak
Овощи и фрукты / Фрукты и ягоды,"Груша Лесная Красавица, кг","298,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/grusha-lesnaia-krasavitsa-kg
Овощи и фрукты / Фрукты и ягоды,"Яблоки Криппс Пинк, кг","247,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/iabloki-kripps-pink-kg
Овощи и фрукты / Фрукты и ягоды,Авокадо Хасс 700г,"566,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/avokado-khass-700g-upak
Овощи и фрукты / Фрукты и ягоды,"Ананас, кг","298,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/ananas-kg
Овощи и фрукты / Фрукты и ягоды,"Груша Конференс, кг","350,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/grusha-konferens-kg
Овощи и фрукты / Фрукты и ягоды,"Яблоки Айдаред, кг","119,99₽",https://www.okeydostavka.ru/spb/skidki-1-3074457345616778220/iabloki-aidared-kg-19094-parent-1
Овощи и фрукты / Фрукты и ягоды,"Апельсины отборные 1,5-1,8кг","205,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/apel-siny-otbornye-fas-kg
Овощи и фрукты / Фрукты и ягоды,"Хурма отборная Азербайджан, кг","149,99₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/khurma-otbornaia-azerbaidzhan-kg-21093-parent
Овощи и фрукты / Фрукты и ягоды,"Яблоки Пинк Леди, кг","257,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/iabloki-pink-ledi-kg-20786-parent
Овощи и фрукты / Фрукты и ягоды,"Мандарины Муркот, кг","308,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/mandariny-murkot-kg
Овощи и фрукты / Фрукты и ягоды,"Мандарины с листочком, кг","239,99₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/mandariny-s-listochkom-kg
Овощи и фрукты / Фрукты и ягоды,Слива 500г,"144,50₽",https://www.okeydostavka.ru/spb/sliva-500g-upak
Овощи и фрукты / Фрукты и ягоды,"Яблоки Симиренко 1,5-1,8кг","205,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/iabloki-simirenko-paket-fas-kg
Овощи и фрукты / Фрукты и ягоды,Лимоны Узбекистан 2шт,"199,99₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/limony-uzbekistan-2sht-upak
Овощи и фрукты / Фрукты и ягоды,"Яблоки Богатырь, кг","257,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/iabloki-bogatyr-kg
Овощи и фрукты / Фрукты и ягоды,"Хурма Свечка, кг","159,99₽",https://www.okeydostavka.ru/spb/skidki-1-3074457345616778220/%D1%85%D1%83%D1%80%D0%BC%D0%B0-%D0%B8%D1%81%D0%BF%D0%B0%D0%BD%D0%B8%D1%8F--%D0%BA%D0%B3-17907-parent--1
Овощи и фрукты / Фрукты и ягоды,"Яблоки Пирос, кг","278,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/iabloki-piros-kg
Овощи и фрукты / Фрукты и ягоды,Помело красное кг,"185,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/pomelo-krasnoe-kg
Овощи и фрукты / Фрукты и ягоды,"Мандарины мини, кг","276,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/mandariny-mini-kg
Овощи и фрукты / Фрукты и ягоды,"Яблоки Лобо Липецкие сладкие, кг","267,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/iabloki-lobo-lipetskie-sladkie-kg
Овощи и фрукты / Фрукты и ягоды,"Груша Вильямс, кг","308,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/grusha-vil-iams-kg
Овощи и фрукты / Фрукты и ягоды,"Мандарины 1,5-1,8кг","205,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/mandariny-fas-kg
Овощи и фрукты / Фрукты и ягоды,"Виноград Кишмиш розовый, кг","360,50₽",https://www.okeydostavka.ru/spb/vinograd-kishmish-rozovyi-kg
Овощи и фрукты / Фрукты и ягоды,"Яблоки Алеся, кг","175,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/iabloki-alesia-kg
Овощи и фрукты / Фрукты и ягоды,Манго Спелое Люкс шт,"287,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/mango-speloe-liuks-sht
Овощи и фрукты / Фрукты и ягоды,"Питахайя, кг","339,99₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/pitakhaiia-kg
Овощи и фрукты / Фрукты и ягоды,Лайм 250г,"133,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/laim-250g-upak
Овощи и фрукты / Фрукты и ягоды,"Мандарины Надоркотт сладкие фасованные, кг","350,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/mandariny-nadorkott-sladkie-fas-kg-686226-parent
Овощи и фрукты / Фрукты и ягоды,"Хурма Инжирная, кг","159,99₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/khurma-inzhirnaia-kg
Овощи и фрукты / Фрукты и ягоды,"Апельсины Чебурашка фасованные, кг","226,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/apel-siny-cheburashka-fas-kg
Овощи и фрукты / Фрукты и ягоды,"Груша Аббат, кг","360,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/grusha-abbat-kg-765905-parent
Овощи и фрукты / Фрукты и ягоды,Манго спелое Премиум шт,"287,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/mango-speloe-premium-sht
Овощи и фрукты / Фрукты и ягоды,"Фейхоа, кг","308,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/feikhoa-kg
Овощи и фрукты / Фрукты и ягоды,"Свити, кг","247,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/sviti-kg
Овощи и фрукты / Фрукты и ягоды,"Яблоки Флорина, кг","205,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/iabloki-florina-kg
Овощи и фрукты / Фрукты и ягоды,"Яблоки Чемпион, кг","205,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/iabloki-chempion-kg
Овощи и фрукты / Фрукты и ягоды,Ежевика 125г,"545,50₽",https://www.okeydostavka.ru/spb/ezhevika-125g-upak
Овощи и фрукты / Фрукты и ягоды,"Мандарины сладкие, кг","239,99₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/mandariny-sladkie-kg
Овощи и фрукты / Фрукты и ягоды,"Мандарины зеленые, кг","205,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/mandariny-zelenye-kg
Овощи и фрукты / Фрукты и ягоды,"Слива розовая, кг","226,50₽",https://www.okeydostavka.ru/spb/sliva-rozovaia-kg
Овощи и фрукты / Фрукты и ягоды,Виноград черный 500г,"195,50₽",https://www.okeydostavka.ru/spb/vinograd-chernyi-500g-upak
Овощи и фрукты / Фрукты и ягоды,"Мандарины Муркот 1,5-1,8кг","339,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/mandariny-murkot-fas-kg
Овощи и фрукты / Фрукты и ягоды,Лайм Весенин свежий 3шт,"205,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/laim-svezhii-3sht-vesenin-upak
Овощи и фрукты / Фрукты и ягоды,"Яблоки Ред Чиф фасованные, кг","288,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/iabloki-red-chif-podlozhka-fas-kg
Овощи и фрукты / Фрукты и ягоды,"Яблоки Ред Чиф отборные, кг","257,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/iabloki-red-chif-otbornye-kg
Овощи и фрукты / Фрукты и ягоды,"Грейпфруты белые, кг","288,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/greipfruty-belye-kg
Овощи и фрукты / Фрукты и ягоды,"Груша Нэши Хосу Китай, кг","308,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/frukty-i-iagody-20/grusha-neshi-khosu-kitai-kg
Овощи и фрукты / Зелень и салаты,Лук зеленый 50г,"36,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/zelen-i-salaty/luk-zelenyi-50g-upak
Овощи и фрукты / Зелень и салаты,Укроп 30г,"30,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/zelen-i-salaty/ukrop-30g-upak
Овощи и фрукты / Зелень и салаты,Салат в горшочке Лидер Фреш шт,"55,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/zelen-i-salaty/salat-v-gorshochke-sht-36996-parent
Овощи и фрукты / Зелень и салаты,Петрушка 30г,"30,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/zelen-i-salaty/petrushka-30g-upak
Овощи и фрукты / Зелень и салаты,Укроп Весенин 100г,"102,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/zelen-i-salaty/ukrop-100g-vesenin-upak
Овощи и фрукты / Зелень и салаты,Петрушка Весенин 100г,"113,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/zelen-i-salaty/petrushka-100g-vesenin-upak
Овощи и фрукты / Зелень и салаты,Набор пряно-вкусовой зелени 130г,"82,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/zelen-i-salaty/nabor-priano-vkusovoi-zeleni-130g-upak
Овощи и фрукты / Зелень и салаты,Кинза Весенин 100г,"102,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/zelen-i-salaty/kinza-100g-vesenin-upak
Овощи и фрукты / Зелень и салаты,Салат Фриллис Хрустящий 100г,"89,99₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/zelen-i-salaty/salat-frillis-khrustiashchii-100g-upak
Овощи и фрукты / Зелень и салаты,Лук зеленый Весенин 100г,"102,50₽",https://www.okeydostavka.ru/spb/ovoshchi-i-frukty/zelen-i-salaty/luk-zelenyi-100g-vesenin-upak
